#PicoSessionID,PicoSessionLogID,LogDate,WortTemp,ThermoBlockTemp,Event,ErrorCode,ShuttleScaler
86561,27419569,3/21/2019 9:17:19 PM,213,312,Hops 3,0,0.2
86561,27419575,3/21/2019 9:17:32 PM,194,302,NULL,0,0.2
86561,27419581,3/21/2019 9:17:57 PM,202,353,NULL,0,0.2
86561,27419587,3/21/2019 9:18:22 PM,202,348,NULL,0,0.2
86561,27419595,3/21/2019 9:18:48 PM,203,340,NULL,0,0.2
86561,27419602,3/21/2019 9:19:13 PM,204,340,NULL,0,0.2
86561,27419608,3/21/2019 9:19:38 PM,202,342,NULL,0,0.2
86561,27419614,3/21/2019 9:20:03 PM,202,342,NULL,0,0.2
86561,27419621,3/21/2019 9:20:28 PM,202,343,NULL,0,0.2
86561,27419627,3/21/2019 9:20:54 PM,201,343,NULL,0,0.2
86561,27419633,3/21/2019 9:21:19 PM,201,343,NULL,0,0.2
86561,27419640,3/21/2019 9:21:44 PM,203,341,NULL,0,0.2
86561,27419646,3/21/2019 9:22:09 PM,203,337,NULL,0,0.2
86561,27419653,3/21/2019 9:22:35 PM,201,334,NULL,0,0.2
86561,27419660,3/21/2019 9:23:00 PM,204,337,NULL,0,0.2
86561,27419666,3/21/2019 9:23:25 PM,201,338,NULL,0,0.2
86561,27419673,3/21/2019 9:23:50 PM,201,342,NULL,0,0.2
86561,27419680,3/21/2019 9:24:16 PM,204,338,NULL,0,0.2
86561,27419687,3/21/2019 9:24:41 PM,201,338,NULL,0,0.2
86561,27419693,3/21/2019 9:25:06 PM,201,335,NULL,0,0.2
86561,27419700,3/21/2019 9:25:31 PM,198,335,NULL,0,0.2
86561,27419707,3/21/2019 9:25:56 PM,200,338,NULL,0,0.2
86561,27419713,3/21/2019 9:26:22 PM,198,328,NULL,0,0.2
86561,27419719,3/21/2019 9:26:47 PM,200,356,NULL,0,0.2
86561,27419726,3/21/2019 9:27:12 PM,201,339,NULL,0,0.2
86561,27419733,3/21/2019 9:27:37 PM,201,337,NULL,0,0.2
86561,27419734,3/21/2019 9:27:39 PM,200,339,Hops 4,0,0.2
86561,27419738,3/21/2019 9:27:51 PM,198,333,NULL,0,0.2
86561,27419744,3/21/2019 9:28:17 PM,201,351,NULL,0,0.2
86561,27419750,3/21/2019 9:28:42 PM,205,346,NULL,0,0.2
86561,27419756,3/21/2019 9:29:07 PM,203,342,NULL,0,0.2
86561,27419763,3/21/2019 9:29:32 PM,203,343,NULL,0,0.2
86561,27419770,3/21/2019 9:29:57 PM,200,340,NULL,0,0.2
86561,27419777,3/21/2019 9:30:23 PM,205,342,NULL,0,0.2
86561,27419784,3/21/2019 9:30:48 PM,202,339,NULL,0,0.2
86561,27419791,3/21/2019 9:31:13 PM,204,338,NULL,0,0.2
86561,27419798,3/21/2019 9:31:38 PM,201,338,NULL,0,0.2
86561,27419806,3/21/2019 9:32:04 PM,202,343,NULL,0,0.2
86561,27419813,3/21/2019 9:32:29 PM,200,338,NULL,0,0.2
86561,27419819,3/21/2019 9:32:54 PM,205,336,NULL,0,0.2
86561,27419826,3/21/2019 9:33:19 PM,201,336,NULL,0,0.2
86561,27419832,3/21/2019 9:33:45 PM,204,342,NULL,0,0.2
86561,27419837,3/21/2019 9:34:10 PM,202,343,NULL,0,0.2
86561,27419843,3/21/2019 9:34:35 PM,200,341,NULL,0,0.2
86561,27419849,3/21/2019 9:35:00 PM,204,340,NULL,0,0.2
86561,27419855,3/21/2019 9:35:25 PM,203,339,NULL,0,0.2
86561,27419861,3/21/2019 9:35:51 PM,204,344,NULL,0,0.2
86561,27419867,3/21/2019 9:36:16 PM,204,343,NULL,0,0.2
86561,27419873,3/21/2019 9:36:41 PM,203,338,NULL,0,0.2
86561,27419878,3/21/2019 9:37:06 PM,200,338,NULL,0,0.2
86561,27419884,3/21/2019 9:37:32 PM,204,340,NULL,0,0.2
86561,27419891,3/21/2019 9:37:57 PM,202,336,NULL,0,0.2
86561,27419897,3/21/2019 9:38:22 PM,204,335,NULL,0,0.2
86561,27419903,3/21/2019 9:38:47 PM,200,338,NULL,0,0.2
86561,27419911,3/21/2019 9:39:12 PM,203,339,NULL,0,0.2
86561,27419917,3/21/2019 9:39:38 PM,202,340,NULL,0,0.2
86561,27419925,3/21/2019 9:40:09 PM,222,322,NULL,0,0.2
86561,27419933,3/21/2019 9:40:34 PM,221,277,NULL,0,0.2
86561,27419940,3/21/2019 9:40:59 PM,217,271,NULL,0,0.2
86561,27419947,3/21/2019 9:41:24 PM,213,267,NULL,0,0.2
